article;name;standard;dy;thread;angle;armature;seria;usit;o_ring;s_key
20742-45-20;32 DKI/komatsu 74гр. 45х2 (45)(Г);DKI/komatsu;32;45_2;45;гайка;тяжелая;false;false;null
20742-52-20;32 DKI/komatsu 74гр. 52х2 (45)(Г);DKI/komatsu;32;52_2;45;гайка;тяжелая;false;false;null
20742-52-24;38 DKI/komatsu 74гр. 52х2 (45)(Г);DKI/komatsu;38;52_2;45;гайка;тяжелая;false;false;null
20791-10-04;06 DKI/komatsu 74гр. 10х1 (90)(Г);DKI/komatsu;6;10_1;90;гайка;легкая;false;false;null
20791-12-04;06 DKI/komatsu 74гр. 12х1 (90)(Г);DKI/komatsu;6;12_1;90;гайка;легкая;false;false;null
20791-14-04;06 DKI/komatsu 74гр. 14х1 (90)(Г);DKI/komatsu;6;14_1;90;гайка;легкая;false;false;null
20791-14-05;08 DKI/komatsu 74гр. 14х1 (90)(Г);DKI/komatsu;8;14_1;90;гайка;легкая;false;false;null
20791-16-04;06 DKI/komatsu 74гр. 16х1 (90)(Г);DKI/komatsu;6;16_1;90;гайка;легкая;false;false;null
20791-16-05;08 DKI/komatsu 74гр. 16х1 (90)(Г);DKI/komatsu;8;16_1;90;гайка;легкая;false;false;null
20791-16-06;10 DKI/komatsu 74гр. 16х1 (90)(Г);DKI/komatsu;10;16_1;90;гайка;легкая;false;false;null
20791-18-04;06 DKI/komatsu 74гр. 18х1,5 (90)(Г);DKI/komatsu;6;18_1_5;90;гайка;легкая;false;false;null
20791-18-05;08 DKI/komatsu 74гр. 18х1,5 (90)(Г);DKI/komatsu;8;18_1_5;90;гайка;легкая;false;false;null
20791-18-06;10 DKI/komatsu 74гр. 18х1,5 (90)(Г);DKI/komatsu;10;18_1_5;90;гайка;легкая;false;false;null
20791-18-08;12 DKI/komatsu 74гр. 18х1,5 (90)(Г);DKI/komatsu;12;18_1_5;90;гайка;легкая;false;false;null
20791-20-06;10 DKI/komatsu 74гр. 20х1,5 (90)(Г);DKI/komatsu;10;20_1_5;90;гайка;легкая;false;false;null
20791-20-08;12 DKI/komatsu 74гр. 20х1,5 (90)(Г);DKI/komatsu;12;20_1_5;90;гайка;легкая;false;false;null
20791-22-06;10 DKI/komatsu 74гр. 22х1,5 (90)(Г);DKI/komatsu;10;22_1_5;90;гайка;легкая;false;false;null
20791-22-08;12 DKI/komatsu 74гр. 22х1,5 (90)(Г);DKI/komatsu;12;22_1_5;90;гайка;легкая;false;false;null
20791-22-10;16 DKI/komatsu 74гр. 22х1,5 (90)(Г);DKI/komatsu;16;22_1_5;90;гайка;легкая;false;false;null
20791-24-08;12 DKI/komatsu 74гр. 24х1,5 (90)(Г);DKI/komatsu;12;24_1_5;90;гайка;легкая;false;false;null
20791-24-10;16 DKI/komatsu 74гр. 24х1,5 (90)(Г);DKI/komatsu;16;24_1_5;90;гайка;легкая;false;false;null
20791-27-10;16 DKI/komatsu 74гр. 27х2 (90)(Г);DKI/komatsu;16;27_2;90;гайка;легкая;false;false;null
20791-30-12;20 DKI/komatsu 74гр. 30х2 (90)(Г);DKI/komatsu;20;30_2;90;гайка;легкая;false;false;null
20791-33-12;20 DKI/komatsu 74гр. 33х2 (90)(Г);DKI/komatsu;20;33_2;90;гайка;легкая;false;false;null
20791-33-16;25 DKI/komatsu 74гр. 33х2 (90)(Г);DKI/komatsu;25;33_2;90;гайка;легкая;false;false;null
20791-36-12;20 DKI/komatsu 74гр. 36х2 (90)(Г);DKI/komatsu;20;36_2;90;гайка;легкая;false;false;null
20791-39-16;25 DKI/komatsu 74гр. 39х2 (90)(Г);DKI/komatsu;25;39_2;90;гайка;легкая;false;false;null
20791-42-12;20 DKI/komatsu 74гр. 42х2 (90)(Г);DKI/komatsu;20;42_2;90;гайка;легкая;false;false;null
20791-42-16;25 DKI/komatsu 74гр. 42х2 (90)(Г);DKI/komatsu;25;42_2;90;гайка;легкая;false;false;null
20791-42-20;32 DKI/komatsu 74гр. 42х2 (90)(Г);DKI/komatsu;32;42_2;90;гайка;легкая;false;false;null
20791-45-20;32 DKI/komatsu 74гр. 45х2 (90)(Г);DKI/komatsu;32;45_2;90;гайка;легкая;false;false;null
20791-52-20;32 DKI/komatsu 74гр. 52х2 (90)(Г);DKI/komatsu;32;52_2;90;гайка;легкая;false;false;null
20791-52-24;38 DKI/komatsu 74гр. 52х2 (90)(Г);DKI/komatsu;38;52_2;90;гайка;легкая;false;false;null
20792-18-08;12 DKI/komatsu 74гр. 18х1,5 (90)(Г);DKI/komatsu;12;18_1_5;90;гайка;тяжелая;false;false;null
20792-20-08;12 DKI/komatsu 74гр. 20х1,5 (90)(Г);DKI/komatsu;12;20_1_5;90;гайка;тяжелая;false;false;null
20792-22-08;12 DKI/komatsu 74гр. 22х1,5 (90)(Г);DKI/komatsu;12;22_1_5;90;гайка;тяжелая;false;false;null
20792-22-10;16 DKI/komatsu 74гр. 22х1,5 (90)(Г);DKI/komatsu;16;22_1_5;90;гайка;тяжелая;false;false;null
20792-24-08;12 DKI/komatsu 74гр. 24х1,5 (90)(Г);DKI/komatsu;12;24_1_5;90;гайка;тяжелая;false;false;null
20792-24-10;16 DKI/komatsu 74гр. 24х1,5 (90)(Г);DKI/komatsu;16;24_1_5;90;гайка;тяжелая;false;false;null
20792-27-10;16 DKI/komatsu 74гр. 27х2 (90)(Г);DKI/komatsu;16;27_2;90;гайка;тяжелая;false;false;null
20792-30-12;20 DKI/komatsu 74гр. 30х2 (90)(Г);DKI/komatsu;20;30_2;90;гайка;тяжелая;false;false;null
20792-33-12;20 DKI/komatsu 74гр. 33х2 (90)(Г);DKI/komatsu;20;33_2;90;гайка;тяжелая;false;false;null
20792-33-16;25 DKI/komatsu 74гр. 33х2 (90)(Г);DKI/komatsu;25;33_2;90;гайка;тяжелая;false;false;null
20792-36-12;20 DKI/komatsu 74гр. 36х2 (90)(Г);DKI/komatsu;20;36_2;90;гайка;тяжелая;false;false;null
20792-39-16;25 DKI/komatsu 74гр. 39х2 (90)(Г);DKI/komatsu;25;39_2;90;гайка;тяжелая;false;false;null
20792-42-12;20 DKI/komatsu 74гр. 42х2 (90)(Г);DKI/komatsu;20;42_2;90;гайка;тяжелая;false;false;null
20792-42-16;25 DKI/komatsu 74гр. 42х2 (90)(Г);DKI/komatsu;25;42_2;90;гайка;тяжелая;false;false;null
20792-42-20;32 DKI/komatsu 74гр. 42х2 (90)(Г);DKI/komatsu;32;42_2;90;гайка;тяжелая;false;false;null
20792-45-20;32 DKI/komatsu 74гр. 45х2 (90)(Г);DKI/komatsu;32;45_2;90;гайка;тяжелая;false;false;null
20792-52-20;32 DKI/komatsu 74гр. 52х2 (90)(Г);DKI/komatsu;32;52_2;90;гайка;тяжелая;false;false;null
20792-52-24;38 DKI/komatsu 74гр. 52х2 (90)(Г);DKI/komatsu;38;52_2;90;гайка;тяжелая;false;false;null
10411-10-03;05 DKOL 10х1 (6) (Ш);DKOL;5;10_1;0;штуцер;легкая;false;false;null
10411-18-04 S19;06 DKОL 18х1,5 (12) (Ш) S=19;DKOL;6;18_1_5;0;штуцер;легкая;false;false;null
10411-18-05 S19;08 DKОL 18х1,5 (12) (Ш) S=19;DKOL;8;18_1_5;0;штуцер;легкая;false;false;null
10411-18-06 S19;10 DKOL 18х1,5 (12) (Ш) S=19;DKOL;10;18_1_5;0;штуцер;легкая;false;false;null
10411-18-08 S19;12 DKOL 18х1,5 (12) (Ш) S=19;DKOL;12;18_1_5;0;штуцер;легкая;false;false;null
10411-20-04;06 DKОL 20х1,5 (14) (Ш);DKOL;6;20_1_5;0;штуцер;легкая;false;false;null
10411-20-05;08 DKОL 20х1,5 (14) (Ш);DKOL;8;20_1_5;0;штуцер;легкая;false;false;null
10411-20-06;10 DKOL 20х1,5 (14) (Ш);DKOL;10;20_1_5;0;штуцер;легкая;false;false;null
10411-20-08;12 DKOL 20х1,5 (14) (Ш);DKOL;12;20_1_5;0;штуцер;легкая;false;false;null
10411-22-04;06 DKОL 22х1,5 (14) (Ш);DKOL;6;22_1_5;0;штуцер;легкая;false;false;null
10411-22-05;08 DKОL 22х1,5 (15) (Ш);DKOL;8;22_1_5;0;штуцер;легкая;false;false;null
10411-22-06 S22;10 DKОL 22х1,5 (15) (Ш) S=22;DKOL;10;22_1_5;0;штуцер;легкая;false;false;22
10411-22-06 S24;10 DKОL 22х1,5 (15) (Ш) S=24;DKOL;10;22_1_5;0;штуцер;легкая;false;false;24
10411-22-08;12 DKOL 22х1,5 (15) (Ш) S=22, 24, 27;DKOL;12;22_1_5;0;штуцер;легкая;false;false;22, 24, 27
10411-22-10;16 DKOL 22х1,5 (15) (Ш);DKOL;16;22_1_5;0;штуцер;легкая;false;false;null
10411-24-08 S27;12 DKOL 24х1,5 (18) (Ш) S=27;DKOL;12;24_1_5;0;штуцер;легкая;false;false;27
10411-27-10;16 DKOL 27х2 (18) (Ш);DKOL;16;27_2;0;штуцер;легкая;false;false;null
10411-30-10;16 DKOL 30х2 (22) (Ш);DKOL;16;30_2;0;штуцер;легкая;false;false;null
10411-30-12;20 DKOL 30х2 (22) (Ш);DKOL;20;30_2;0;штуцер;легкая;false;false;null
10411-30-16;25 DKOL 30х2 (22) (Ш);DKOL;25;30_2;0;штуцер;легкая;false;false;null
10411-33-12;20 DKOL 33х2 (25) (Ш);DKOL;20;33_2;0;штуцер;легкая;false;false;null
10411-33-16;25 DKOL 33х2 (25) (Ш);DKOL;25;33_2;0;штуцер;легкая;false;false;null
10411-36-10;16 DKOL 36х2 (28) (Ш);DKOL;16;36_2;0;штуцер;легкая;false;false;null
10411-36-12 S38;20 DKОL 36х2 (28) (Ш) S=38;DKOL;20;36_2;0;штуцер;легкая;false;false;null
10411-36-16;25 DKOL 36х2 (28) (Ш);DKOL;25;36_2;0;штуцер;легкая;false;false;null
10411-39-16;25 DKOL 39х2 (30) (Ш);DKOL;25;39_2;0;штуцер;легкая;false;false;null
10411-42-16;25 DKOL 42х2 (33) (Ш);DKOL;25;42_2;0;штуцер;легкая;false;false;null
10411-45-12;20 DKОL 45х2 (35) (Ш);DKOL;20;45_2;0;штуцер;легкая;false;false;null
10411-45-16;25 DKOL 45х2 (35) (Ш);DKOL;25;45_2;0;штуцер;легкая;false;false;null
10411-45-20 S46;32 DKOL 45х2 (35) (Ш) S=46;DKOL;32;45_2;0;штуцер;легкая;false;false;null
10411-45-24;38 DKOL 45х2 (35) (Ш);DKOL;38;45_2;0;штуцер;легкая;false;false;null
10411-52-20;32 DKOL 52х2 (42) (Ш);DKOL;32;52_2;0;штуцер;легкая;false;false;null
10411-52-24;38 DKOL 52х2 (42) (Ш);DKOL;38;52_2;0;штуцер;легкая;false;false;null
10411A-18-04;06 DKОL 18х1,5 (12) (Ш);DKOL;6;18_1_5;0;штуцер;легкая;true;false;null
10411A-18-05;08 DKОL 18х1,5 (12) (Ш);DKOL;8;18_1_5;0;штуцер;легкая;true;false;null
10411A-18-06;10 DKOL 18х1,5 (12) (Ш);DKOL;10;18_1_5;0;штуцер;легкая;true;false;null
10411A-18-08;12 DKOL 18х1,5 (12) (Ш);DKOL;12;18_1_5;0;штуцер;легкая;true;false;null
10411A-22-06;10 DKОL 22х1,5 (15) (Ш);DKOL;10;22_1_5;0;штуцер;легкая;true;false;null
10411A-24-08;12 DKOL 24х1,5 (18) (Ш);DKOL;12;24_1_5;0;штуцер;легкая;true;false;null
10411A-30-12;20 DKOL 30х2 (22) (Ш) S=36;DKOL;20;30_2;0;штуцер;легкая;true;false;null
10411A-36-12;20 DKОL 36х2 (28) (Ш);DKOL;20;36_2;0;штуцер;легкая;true;false;null
10411A-45-20;32 DKOL 45х2 (35) (Ш);DKOL;32;45_2;0;штуцер;легкая;true;false;null
10412-20-08;12 DKOL 20х1,5 (14) (Ш);DKOL;12;20_1_5;0;штуцер;тяжелая;false;false;null
10412-22-08;12 DKOL 22х1,5 (15) (Ш) S=22, 24, 27;DKOL;12;22_1_5;0;штуцер;тяжелая;false;false;22, 24, 27
10412-22-10;16 DKOL 22х1,5 (15) (Ш);DKOL;16;22_1_5;0;штуцер;тяжелая;false;false;null
10412-24-08 S27;12 DKOL 24х1,5 (18) (Ш) S=27;DKOL;12;24_1_5;0;штуцер;тяжелая;false;false;27
10412-27-10;16 DKOL 27х2 (18) (Ш);DKOL;16;27_2;0;штуцер;тяжелая;false;false;null
10412-30-10;16 DKOL 30х2 (22) (Ш);DKOL;16;30_2;0;штуцер;тяжелая;false;false;null
10412-30-12;20 DKOL 30х2 (22) (Ш);DKOL;20;30_2;0;штуцер;тяжелая;false;false;null
10412-30-16;25 DKOL 30х2 (22) (Ш);DKOL;25;30_2;0;штуцер;тяжелая;false;false;null
10412-33-12;20 DKOL 33х2 (25) (Ш);DKOL;20;33_2;0;штуцер;тяжелая;false;false;null
10412-33-16;25 DKOL 33х2 (25) (Ш);DKOL;25;33_2;0;штуцер;тяжелая;false;false;null
10412-36-10;16 DKOL 36х2 (28) (Ш);DKOL;16;36_2;0;штуцер;тяжелая;false;false;null
10412-36-12 S38;20 DKОL 36х2 (28) (Ш) S=38;DKOL;20;36_2;0;штуцер;тяжелая;false;false;null
10412-36-16;25 DKOL 36х2 (28) (Ш);DKOL;25;36_2;0;штуцер;тяжелая;false;false;null
10412-39-16;25 DKOL 39х2 (30) (Ш);DKOL;25;39_2;0;штуцер;тяжелая;false;false;null
10412-42-16;25 DKOL 42х2 (33) (Ш);DKOL;25;42_2;0;штуцер;тяжелая;false;false;null
10412-45-12;20 DKОL 45х2 (35) (Ш);DKOL;20;45_2;0;штуцер;тяжелая;false;false;null
10412-45-16;25 DKOL 45х2 (35) (Ш);DKOL;25;45_2;0;штуцер;тяжелая;false;false;null
10412-45-20 S46;32 DKOL 45х2 (35) (Ш) S=46;DKOL;32;45_2;0;штуцер;тяжелая;false;false;null
10412-45-24;38 DKOL 45х2 (35) (Ш);DKOL;38;45_2;0;штуцер;тяжелая;false;false;null
10412-52-20;32 DKOL 52х2 (42) (Ш);DKOL;32;52_2;0;штуцер;тяжелая;false;false;null
10412-52-24;38 DKOL 52х2 (42) (Ш);DKOL;38;52_2;0;штуцер;тяжелая;false;false;null
10412A-18-08;12 DKOL 18х1,5 (12) (Ш);DKOL;12;18_1_5;0;штуцер;тяжелая;true;false;null
10412A-24-08;12 DKOL 24х1,5 (18) (Ш);DKOL;12;24_1_5;0;штуцер;тяжелая;true;false;null
10412A-30-12;20 DKOL 30х2 (22) (Ш) S=36;DKOL;20;30_2;0;штуцер;тяжелая;true;false;null
10412A-36-12;20 DKОL 36х2 (28) (Ш);DKOL;20;36_2;0;штуцер;тяжелая;true;false;null
10412A-45-20;32 DKOL 45х2 (35) (Ш);DKOL;32;45_2;0;штуцер;тяжелая;true;false;null
20411-10-03;05 DKOL 10х1 (6) (0)(Г);DKOL;5;10_1;0;гайка;легкая;false;false;null
20411-12-04;06 DKOL 12х1 (6) (0)(Г);DKOL;6;12_1;0;гайка;легкая;false;false;null
20411-18-04;06 DKОL 18х1,5 (12) (0)(Г);DKOL;6;18_1_5;0;гайка;легкая;false;false;null
20411-18-05;08 DKОL 18х1,5 (12) (0)(Г);DKOL;8;18_1_5;0;гайка;легкая;false;false;null
20411-18-06;10 DKOL 18х1,5 (12) (0)(Г);DKOL;10;18_1_5;0;гайка;легкая;false;false;null
20411-18-08;12 DKOL 18х1,5 (12) (0)(Г);DKOL;12;18_1_5;0;гайка;легкая;false;false;null
20411-20-04;06 DKОL 20х1,5 (14) (0)(Г);DKOL;6;20_1_5;0;гайка;легкая;false;false;null
20411-20-05;08 DKОL 20х1,5 (14) (0)(Г);DKOL;8;20_1_5;0;гайка;легкая;false;false;null
20411-20-06;10 DKOL 20х1,5 (14) (0)(Г);DKOL;10;20_1_5;0;гайка;легкая;false;false;null
20411-20-08;12 DKOL 20х1,5 (14) (0)(Г);DKOL;12;20_1_5;0;гайка;легкая;false;false;null
20411-22-04;06 DKОL 22х1,5 (15) (0)(Г);DKOL;6;22_1_5;0;гайка;легкая;false;false;null
20411-22-05;08 DKОL 22х1,5 (15) (0)(Г);DKOL;8;22_1_5;0;гайка;легкая;false;false;null
20411-22-06;10 DKOL 22х1,5 (15) (0)(Г);DKOL;10;22_1_5;0;гайка;легкая;false;false;null
20411-22-08;12 DKOL 22х1,5 (15) (0)(Г);DKOL;12;22_1_5;0;гайка;легкая;false;false;null
20411-22-10;16 DKOL 22х1,5 (15) (0)(Г);DKOL;16;22_1_5;0;гайка;легкая;false;false;null
20411-24-08;12 DKOL 24х1,5 (18) (0)(Г);DKOL;12;24_1_5;0;гайка;легкая;false;false;null
20411-27-10;16 DKOL 27х2 (18) (0)(Г);DKOL;16;27_2;0;гайка;легкая;false;false;null
20411-30-10;16 DKOL 30х2 (22) (0)(Г);DKOL;16;30_2;0;гайка;легкая;false;false;null
20411-30-12;20 DKOL 30х2 (22) (0)(Г);DKOL;20;30_2;0;гайка;легкая;false;false;null
20411-30-16;25 DKOL 30х2 (22) (0)(Г);DKOL;25;30_2;0;гайка;легкая;false;false;null
20411-33-12;20 DKOL 33х2 (25) (0)(Г);DKOL;20;33_2;0;гайка;легкая;false;false;null
20411-33-16;25 DKOL 33х2 (25) (0)(Г);DKOL;25;33_2;0;гайка;легкая;false;false;null
20411-36-10;16 DKOL 36х2 (28) (0)(Г);DKOL;16;36_2;0;гайка;легкая;false;false;null
20411-36-12;20 DKOL 36х2 (28) (0)(Г);DKOL;20;36_2;0;гайка;легкая;false;false;null
20411-36-16;25 DKOL 36х2 (28) (0)(Г);DKOL;25;36_2;0;гайка;легкая;false;false;null
20411-39-16;25 DKOL 39х2 (30) (0)(Г);DKOL;25;39_2;0;гайка;легкая;false;false;null
20411-42-16;25 DKOL 42х2 (33) (0)(Г);DKOL;25;42_2;0;гайка;легкая;false;false;null
20411-42-20;32 DKOL 42х2 (33) (0)(Г);DKOL;32;42_2;0;гайка;легкая;false;false;null
20411-45-12;20 DKОL 45х2 (35) (0)(Г);DKOL;20;45_2;0;гайка;легкая;false;false;null
20411-45-16;25 DKOL 45х2 (35) (0)(Г);DKOL;25;45_2;0;гайка;легкая;false;false;null
20411-45-20;32 DKOL 45х2 (35) (0)(Г);DKOL;32;45_2;0;гайка;легкая;false;false;null
20411-45-24;38 DKOL 45х2 (35) (0)(Г);DKOL;38;45_2;0;гайка;легкая;false;false;null
20411-52-20;32 DKOL 52х2 (42) (0)(Г);DKOL;32;52_2;0;гайка;легкая;false;false;null
20411-52-24;38 DKOL 52х2 (42) (0)(Г);DKOL;38;52_2;0;гайка;легкая;false;false;null
20412-18-08;12 DKOL 18х1,5 (12) (0)(Г);DKOL;12;18_1_5;0;гайка;тяжелая;false;false;null
20412-20-08;12 DKOL 20х1,5 (14) (0)(Г);DKOL;12;20_1_5;0;гайка;тяжелая;false;false;null
20412-22-08;12 DKOL 22х1,5 (15) (0)(Г);DKOL;12;22_1_5;0;гайка;тяжелая;false;false;null
20412-22-10;16 DKOL 22х1,5 (15) (0)(Г);DKOL;16;22_1_5;0;гайка;тяжелая;false;false;null
20412-24-08;12 DKOL 24х1,5 (18) (0)(Г);DKOL;12;24_1_5;0;гайка;тяжелая;false;false;null
20412-27-10;16 DKOL 27х2 (18) (0)(Г);DKOL;16;27_2;0;гайка;тяжелая;false;false;null
20412-30-10;16 DKOL 30х2 (22) (0)(Г);DKOL;16;30_2;0;гайка;тяжелая;false;false;null
20412-30-12;20 DKOL 30х2 (22) (0)(Г);DKOL;20;30_2;0;гайка;тяжелая;false;false;null
20412-30-16;25 DKOL 30х2 (22) (0)(Г);DKOL;25;30_2;0;гайка;тяжелая;false;false;null
20412-33-12;20 DKOL 33х2 (25) (0)(Г);DKOL;20;33_2;0;гайка;тяжелая;false;false;null
20412-33-16;25 DKOL 33х2 (25) (0)(Г);DKOL;25;33_2;0;гайка;тяжелая;false;false;null
20412-36-10;16 DKOL 36х2 (28) (0)(Г);DKOL;16;36_2;0;гайка;тяжелая;false;false;null
20412-36-12;20 DKOL 36х2 (28) (0)(Г);DKOL;20;36_2;0;гайка;тяжелая;false;false;null
20412-36-16;25 DKOL 36х2 (28) (0)(Г);DKOL;25;36_2;0;гайка;тяжелая;false;false;null
20412-39-16;25 DKOL 39х2 (30) (0)(Г);DKOL;25;39_2;0;гайка;тяжелая;false;false;null
20412-42-16;25 DKOL 42х2 (33) (0)(Г);DKOL;25;42_2;0;гайка;тяжелая;false;false;null
20412-42-20;32 DKOL 42х2 (33) (0)(Г);DKOL;32;42_2;0;гайка;тяжелая;false;false;null
20412-45-12;20 DKОL 45х2 (35) (0)(Г);DKOL;20;45_2;0;гайка;тяжелая;false;false;null
20412-45-16;25 DKOL 45х2 (35) (0)(Г);DKOL;25;45_2;0;гайка;тяжелая;false;false;null
20412-45-20;32 DKOL 45х2 (35) (0)(Г);DKOL;32;45_2;0;гайка;тяжелая;false;false;null
20412-45-24;38 DKOL 45х2 (35) (0)(Г);DKOL;38;45_2;0;гайка;тяжелая;false;false;null
20412-52-20;32 DKOL 52х2 (42) (0)(Г);DKOL;32;52_2;0;гайка;тяжелая;false;false;null
20412-52-24;38 DKOL 52х2 (42) (0)(Г);DKOL;38;52_2;0;гайка;тяжелая;false;false;null
20441-10-03;05 DKOL 10х1 (6) (45)(Г);DKOL;5;10_1;45;гайка;легкая;false;false;null
20441-18-04;06 DKОL 18х1,5 (12) (45)(Г);DKOL;6;18_1_5;45;гайка;легкая;false;false;null
20441-18-05;08 DKОL 18х1,5 (12) (45)(Г);DKOL;8;18_1_5;45;гайка;легкая;false;false;null
20441-18-06;10 DKOL 18х1,5 (12) (45)(Г);DKOL;10;18_1_5;45;гайка;легкая;false;false;null
20441-18-08;12 DKOL 18х1,5 (12) (45)(Г);DKOL;12;18_1_5;45;гайка;легкая;false;false;null
20441-20-04;06 DKОL 20х1,5 (14) (45)(Г);DKOL;6;20_1_5;45;гайка;легкая;false;false;null
20441-20-05;08 DKОL 20х1,5 (14) (45)(Г);DKOL;8;20_1_5;45;гайка;легкая;false;false;null
20441-20-06;10 DKOL 20х1,5 (14) (45)(Г);DKOL;10;20_1_5;45;гайка;легкая;false;false;null
20441-20-08;12 DKOL 20х1,5 (14) (45)(Г);DKOL;12;20_1_5;45;гайка;легкая;false;false;null
20441-22-04;06 DKОL 22х1,5 (15) (45)(Г);DKOL;6;22_1_5;45;гайка;легкая;false;false;null
20441-22-05;08 DKОL 22х1,5 (15) (45)(Г);DKOL;8;22_1_5;45;гайка;легкая;false;false;null
