id,article,name,standard_1,armature_1,standard_2,armature_2,thread_1,thread_2,s_key,angle
1,1BT-16SP A,"Адаптер BSP 1"" Ш - BSPT 1"" Ш-к S=41",1,2,2,3,21,21,41,1
2,1BT-16SP,"Адаптер BSP 1"" Ш - BSPT 1"" Ш-к S=41",1,2,2,3,21,21,41,1
3,1BT-16-12SP A,"Адаптер BSP 1"" Ш - BSPT 3/4"" Ш-к S=41",1,2,2,3,21,24,41,1
4,1BT-16-12SP,"Адаптер BSP 1"" Ш - BSPT 3/4"" Ш-к S=41",1,2,2,3,21,24,41,1
5,1BT-20-16SP,"Адаптер BSP 1.1/4"" Ш - BSPT 1"" Ш-к S=50",1,2,2,3,51,21,50,1
6,1BT-20-16SP A,"Адаптер BSP 1.1/4"" Ш - BSPT 1"" Ш-к S=50",1,2,2,3,51,21,50,1
7,1BT-08SP,"Адаптер BSP 1/2"" Ш - BSPT 1/2"" Ш-к S=27",1,2,2,3,22,22,27,1
8,1BT-08SP A,"Адаптер BSP 1/2"" Ш - BSPT 1/2"" Ш-к S=27",1,2,2,3,22,22,27,1
9,1BT-08-04SP,"Адаптер BSP 1/2"" Ш - BSPT 1/4"" Ш-к S=27",1,2,2,3,22,23,27,1
10,1BT-08-04SP A,"Адаптер BSP 1/2"" Ш - BSPT 1/4"" Ш-к S=27",1,2,2,3,22,23,27,1
11,1BT-08-12SP,"Адаптер BSP 1/2"" Ш - BSPT 3/4"" Ш-к S=27",1,2,2,3,22,24,27,1
12,1BT-08-12SP A,"Адаптер BSP 1/2"" Ш - BSPT 3/4"" Ш-к S=27",1,2,2,3,22,24,27,1
13,1BT-08-06SP,"Адаптер BSP 1/2"" Ш - BSPT 3/8"" Ш-к S=27",1,2,2,3,22,25,27,1
14,1BT-08-06SP A,"Адаптер BSP 1/2"" Ш - BSPT 3/8"" Ш-к S=27",1,2,2,3,22,25,27,1
15,1BT-04-08SP,"Адаптер BSP 1/4"" Ш - BSPT 1/2"" Ш-к S=22",1,2,2,3,23,22,22,1
16,1BT-04-08SP A,"Адаптер BSP 1/4"" Ш - BSPT 1/2"" Ш-к S=22",1,2,2,3,23,22,22,1
17,1BT-04SP,"Адаптер BSP 1/4"" Ш - BSPT 1/4"" Ш-к S=14",1,2,2,3,23,23,14,1
18,1BT-04SP,"Адаптер BSP 1/4"" Ш - BSPT 1/4"" Ш-к S=19",1,2,2,3,23,23,19,1
19,1BT-04SP A,"Адаптер BSP 1/4"" Ш - BSPT 1/4"" Ш-к S=19",1,2,2,3,23,23,19,1
20,1BT-04-02SP,"Адаптер BSP 1/4"" Ш - BSPT 1/8"" Ш-к S=19",1,2,2,3,23,28,19,1
21,1BT-04-02SP A,"Адаптер BSP 1/4"" Ш - BSPT 1/8"" Ш-к S=19",1,2,2,3,23,28,19,1
22,1BT-04-06SP,"Адаптер BSP 1/4"" Ш - BSPT 3/8"" Ш-к S=19",1,2,2,3,23,25,19,1
23,1BT-04-06SP A,"Адаптер BSP 1/4"" Ш - BSPT 3/8"" Ш-к S=19",1,2,2,3,23,25,19,1
24,1BT-02-04SP,"Адаптер BSP 1/8"" Ш - BSPT 1/4"" Ш-к",1,2,2,3,28,23,,1
25,1BT-02-04SP A,"Адаптер BSP 1/8"" Ш - BSPT 1/4"" Ш-к S=17",1,2,2,3,28,23,17,1
26,1BT-02SP,"Адаптер BSP 1/8"" Ш - BSPT 1/8"" Ш-к S=14",1,2,2,3,28,28,14,1
27,1BT-02SP A,"Адаптер BSP 1/8"" Ш - BSPT 1/8"" Ш-к S=14",1,2,2,3,28,28,14,1
28,1BT-12-16SP,"Адаптер BSP 3/4"" Ш - BSPT 1"" Ш-к S=36",1,2,2,3,24,21,36,1
29,1BT-12-16SP A,"Адаптер BSP 3/4"" Ш - BSPT 1"" Ш-к S=36",1,2,2,3,24,21,36,1
30,1BT-12-08SP,"Адаптер BSP 3/4"" Ш - BSPT 1/2"" Ш-к S=32",1,2,2,3,24,22,32,1
31,1BT-12-08SP A,"Адаптер BSP 3/4"" Ш - BSPT 1/2"" Ш-к S=32",1,2,2,3,24,22,32,1
32,1BT-12SP A,"Адаптер BSP 3/4"" Ш - BSPT 3/4"" Ш-к S=32",1,2,2,3,24,24,32,1
33,1BT-12SP,"Адаптер BSP 3/4"" Ш - BSPT 3/4"" Ш-к S=32",1,2,2,3,24,24,32,1
34,1BT-06-08SP,"Адаптер BSP 3/8"" Ш - BSPT 1/2"" Ш-к S=22",1,2,2,3,25,22,22,1
35,1BT-06-08SP A,"Адаптер BSP 3/8"" Ш - BSPT 1/2"" Ш-к S=22",1,2,2,3,25,22,22,1
36,1BT-06-04SP,"Адаптер BSP 3/8"" Ш - BSPT 1/4"" Ш-к S=22",1,2,2,3,25,23,22,1
37,1BT-06-04SP A,"Адаптер BSP 3/8"" Ш - BSPT 1/4"" Ш-к S=22",1,2,2,3,25,23,22,1
38,1BT-06SP,"Адаптер BSP 3/8"" Ш - BSPT 3/8"" Ш-к S=22",1,2,2,3,25,25,22,1
39,1BT-06SP A,"Адаптер BSP 3/8"" Ш - BSPT 3/8"" Ш-к S=22",1,2,2,3,25,25,22,1
40,1BQ-08-16D A,"Адаптер BSP 1/2"" Ш - DKI 16х1,5  Ш S=27",1,2,6,2,22,6,27,1
41,1BQ-08-16D,"Адаптер BSP 1/2"" Ш - DKI 16х1,5  Ш S=27",1,2,6,2,22,6,27,1
42,1BQ-12-27D A,"Адаптер BSP 3/4"" Ш - DKI 27х1,5  Ш S=32",1,2,6,2,24,12,32,1
43,1BQ-12-27D,"Адаптер BSP 3/4"" Ш - DKI 27х1,5  Ш S=32",1,2,6,2,24,12,32,1
44,1BQ-12-27 A,"Адаптер BSP 3/4"" Ш - DKI 27х2  Ш S=32",1,2,6,2,24,119,32,1
45,1BQ-12-27,"Адаптер BSP 3/4"" Ш - DKI 27х2  Ш S=32",1,2,6,2,24,119,32,1
46,3B-16,"Адаптер BSP Г/Г 1""-1""",1,1,1,1,21,21,,1
47,3B-16 A,"Адаптер BSP Г/Г 1""-1""",1,1,1,1,21,21,,1
48,3B-08 A,"Адаптер BSP Г/Г 1/2""-1/2""",1,1,1,1,22,22,,1
49,3B-08,"Адаптер BSP Г/Г 1/2""-1/2""",1,1,1,1,22,22,,1
50,3B-08-12 A,"Адаптер BSP Г/Г 1/2""-3/4""",1,1,1,1,22,24,,1
51,3B-08-12,"Адаптер BSP Г/Г 1/2""-3/4""",1,1,1,1,22,24,,1
52,3B-08-10 A,"Адаптер BSP Г/Г 1/2""-5/8""",1,1,1,1,22,37,,1
53,3B-08-10,"Адаптер BSP Г/Г 1/2""-5/8""",1,1,1,1,22,37,,1
54,3B-04-08 A,"Адаптер BSP Г/Г 1/4""-1/2""",1,1,1,1,23,22,,1
55,3B-04-08,"Адаптер BSP Г/Г 1/4""-1/2""",1,1,1,1,23,22,,1
56,3B-04 A,"Адаптер BSP Г/Г 1/4""-1/4""",1,1,1,1,23,23,,1
57,3B-04,"Адаптер BSP Г/Г 1/4""-1/4""",1,1,1,1,23,23,,1
58,3B-04-06 A,"Адаптер BSP Г/Г 1/4""-3/8""",1,1,1,1,23,25,,1
59,3B-04-06,"Адаптер BSP Г/Г 1/4""-3/8""",1,1,1,1,23,25,,1
60,3B-12 A,"Адаптер BSP Г/Г 3/4""-3/4""",1,1,1,1,24,24,,1
61,3B-12,"Адаптер BSP Г/Г 3/4""-3/4""",1,1,1,1,24,24,,1
62,3B-06-08 A,"Адаптер BSP Г/Г 3/8""-1/2""",1,1,1,1,25,22,,1
63,3B-06-08,"Адаптер BSP Г/Г 3/8""-1/2""",1,1,1,1,25,22,,1
64,3B-06 A,"Адаптер BSP Г/Г 3/8""-3/8"" ",1,1,1,1,25,25,,1
65,3B-06,"Адаптер BSP Г/Г 3/8""-3/8""",1,1,1,1,25,25,,1
66,3B-10-12,"Адаптер BSP Г/Г 5/8""-3/4""",1,1,1,1,37,24,,1
67,3B-10-12 A,"Адаптер BSP Г/Г 5/8""-3/4""",1,1,1,1,37,24,,1
68,3B-10,"Адаптер BSP Г/Г 5/8""-5/8""",1,1,1,1,37,37,,1
69,3B-10 A,"Адаптер BSP Г/Г 5/8""-5/8""",1,1,1,1,37,37,,1
70,2B-16,"Адаптер BSP Ш/Г 1""-1"" S=41",1,2,1,1,21,21,41,1
71,2B-16 A,"Адаптер BSP Ш/Г 1""-1"" S=41",1,2,1,1,21,21,41,1
72,2B-16-20,"Адаптер BSP Ш/Г 1""-1.1/4""",1,2,1,1,21,51,,1
73,2B-16-20 A,"Адаптер BSP Ш/Г 1""-1.1/4""",1,2,1,1,21,51,,1
74,2B-16-12,"Адаптер BSP Ш/Г 1""-3/4"" S=41",1,2,1,1,21,24,41,1
75,2B-16-12 A,"Адаптер BSP Ш/Г 1""-3/4"" S=41",1,2,1,1,21,24,41,1
76,2B-08,"Адаптер BSP Ш/Г 1/2""-1/2"" S=27",1,2,1,1,22,22,27,1
77,2B-08 A,"Адаптер BSP Ш/Г 1/2""-1/2"" S=27",1,2,1,1,22,22,27,1
78,2B-08-04,"Адаптер BSP Ш/Г 1/2""-1/4"" S=27",1,2,1,1,22,23,27,1
79,2B-08-04 A,"Адаптер BSP Ш/Г 1/2""-1/4"" S=27",1,2,1,1,22,23,27,1
80,2B-08-12,"Адаптер BSP Ш/Г 1/2""-3/4"" S=27",1,2,1,1,22,24,27,1
81,2B-08-12 A,"Адаптер BSP Ш/Г 1/2""-3/4"" S=27",1,2,1,1,22,24,27,1
82,2B-08-06,"Адаптер BSP Ш/Г 1/2""-3/8"" S=27",1,2,1,1,22,25,27,1
83,2B-08-06 A,"Адаптер BSP Ш/Г 1/2""-3/8"" S=27",1,2,1,1,22,25,27,1
84,2B-04-08,"Адаптер BSP Ш/Г 1/4""-1/2"" S=19",1,2,1,1,23,22,19,1
85,2B-04-08 A,"Адаптер BSP Ш/Г 1/4""-1/2"" S=19",1,2,1,1,23,22,19,1
86,2B-04,"Адаптер BSP Ш/Г 1/4""-1/4"" S=19",1,2,1,1,23,23,19,1
87,2B-04 A,"Адаптер BSP Ш/Г 1/4""-1/4"" S=19",1,2,1,1,23,23,19,1
88,2B-04-06,"Адаптер BSP Ш/Г 1/4""-3/8"" S=19",1,2,1,1,23,25,19,1
89,2B-04-06 A,"Адаптер BSP Ш/Г 1/4""-3/8"" S=19",1,2,1,1,23,25,19,1
90,2B-12-16 A,"Адаптер BSP Ш/Г 3/4""-1"" S=32",1,2,1,1,24,21,32,1
91,2B-12-16,"Адаптер BSP Ш/Г 3/4""-1"" S=32",1,2,1,1,24,21,32,1
92,2B-12-08,"Адаптер BSP Ш/Г 3/4""-1/2"" S=32",1,2,1,1,24,22,32,1
93,2B-12-08 A,"Адаптер BSP Ш/Г 3/4""-1/2"" S=32",1,2,1,1,24,22,32,1
94,2B-12 A,"Адаптер BSP Ш/Г 3/4""-3/4"" S=32",1,2,1,1,24,24,32,1
95,2B-12,"Адаптер BSP Ш/Г 3/4""-3/4"" S=32",1,2,1,1,24,24,32,1
96,2B-12-06,"Адаптер BSP Ш/Г 3/4""-3/8"" S=32",1,2,1,1,24,25,32,1
97,2B-12-06 A,"Адаптер BSP Ш/Г 3/4""-3/8"" S=32",1,2,1,1,24,25,32,1
98,2B-06-08 A,"Адаптер BSP Ш/Г 3/8""-1/2"" S=22",1,2,1,1,25,22,22,1
99,2B-06-08,"Адаптер BSP Ш/Г 3/8""-1/2"" S=22",1,2,1,1,25,22,22,1
100,2B-06-04,"Адаптер BSP Ш/Г 3/8""-1/4"" S=22",1,2,1,1,25,23,22,1
101,2B-06-04 A,"Адаптер BSP Ш/Г 3/8""-1/4"" S=22",1,2,1,1,25,23,22,1
102,2B-06 A,"Адаптер BSP Ш/Г 3/8""-3/8"" S=22",1,2,1,1,25,25,22,1
103,2B-06,"Адаптер BSP Ш/Г 3/8""-3/8"" S=22",1,2,1,1,25,25,22,1
104,2B-10-12,"Адаптер BSP Ш/Г 5/8""-3/4"" S=32",1,2,1,1,37,24,32,1
105,2B-10-12 A,"Адаптер BSP Ш/Г 5/8""-3/4"" S=32",1,2,1,1,37,24,32,1
106,1B-16 A,"Адаптер BSP Ш/Ш 1""-1"" S=41",1,2,1,2,21,21,41,1
107,1B-16,"Адаптер BSP Ш/Ш 1""-1"" S=41",1,2,1,2,21,21,41,1
108,1B-16-24,"Адаптер BSP Ш/Ш 1""-1,1/2"" S=55",1,2,1,2,21,72,55,1
109,1B-16-24 A,"Адаптер BSP Ш/Ш 1""-1,1/2"" S=55",1,2,1,2,21,72,55,1
110,1B-16-20 A,"Адаптер BSP Ш/Ш 1""-1,1/4"" S=50",1,2,1,2,21,51,50,1
111,1B-16-20,"Адаптер BSP Ш/Ш 1""-1,1/4"" S=50",1,2,1,2,21,51,50,1
112,1B-16-32,"Адаптер BSP Ш/Ш 1""-2"" S=65",1,2,1,2,21,49,65,1
113,1B-16-32 A,"Адаптер BSP Ш/Ш 1""-2"" S=65",1,2,1,2,21,49,65,1
114,1B-24,"Адаптер BSP Ш/Ш 1,1/2""-1,1/2"" S=55",1,2,1,2,72,72,55,1
115,1B-24 A,"Адаптер BSP Ш/Ш 1,1/2""-1,1/2"" S=55 ",1,2,1,2,72,72,55,1
116,1B-24-32 A,"Адаптер BSP Ш/Ш 1,1/2""-2"" S=65",1,2,1,2,72,49,65,1
117,1B-24-32,"Адаптер BSP Ш/Ш 1,1/2""-2"" S=65,70",1,2,1,2,72,49,70,1
118,1B-20-24 A,"Адаптер BSP Ш/Ш 1,1/4""-1,1/2"" S=55",1,2,1,2,51,72,55,1
119,1B-20-24,"Адаптер BSP Ш/Ш 1,1/4""-1,1/2"" S=55",1,2,1,2,51,72,55,1
120,1B-20 A,"Адаптер BSP Ш/Ш 1,1/4""-1,1/4"" S=50",1,2,1,2,51,51,50,1
121,1B-20,"Адаптер BSP Ш/Ш 1,1/4""-1,1/4"" S=50",1,2,1,2,51,51,50,1
122,1B-20-32,"Адаптер BSP Ш/Ш 1,1/4""-2"" S=65",1,2,1,2,51,49,65,1
123,1B-20-32 A,"Адаптер BSP Ш/Ш 1,1/4""-2"" S=65",1,2,1,2,51,49,65,1
124,1B-08-16,"Адаптер BSP Ш/Ш 1/2""-1"" S=41",1,2,1,2,22,21,41,1
125,1B-08-16 A,"Адаптер BSP Ш/Ш 1/2""-1"" S=41",1,2,1,2,22,21,41,1
126,1B-08 A,"Адаптер BSP Ш/Ш 1/2""-1/2"" S=27",1,2,1,2,22,22,27,1
127,1B-08,"Адаптер BSP Ш/Ш 1/2""-1/2"" S=27",1,2,1,2,22,22,27,1
128,1B-08-12 A,"Адаптер BSP Ш/Ш 1/2""-3/4"" S=32",1,2,1,2,22,24,32,1
129,1B-08-12,"Адаптер BSP Ш/Ш 1/2""-3/4"" S=32",1,2,1,2,22,24,32,1
130,1B-08-10,"Адаптер BSP Ш/Ш 1/2""-5/8"" S=30",1,2,1,2,22,37,30,1
131,1B-08-10 A,"Адаптер BSP Ш/Ш 1/2""-5/8"" S=30",1,2,1,2,22,37,30,1
132,1B-04-08 A,"Адаптер BSP Ш/Ш 1/4""-1/2"" S=27",1,2,1,2,23,22,27,1
133,1B-04-08,"Адаптер BSP Ш/Ш 1/4""-1/2"" S=27",1,2,1,2,23,22,27,1
134,1B-04 A,"Адаптер BSP Ш/Ш 1/4""-1/4"" S=19",1,2,1,2,23,23,19,1
135,1B-04,"Адаптер BSP Ш/Ш 1/4""-1/4"" S=19",1,2,1,2,23,23,19,1
136,1B-04-12,"Адаптер BSP Ш/Ш 1/4""-3/4"" S=32",1,2,1,2,23,24,32,1
137,1B-04-12 A,"Адаптер BSP Ш/Ш 1/4""-3/4"" S=32",1,2,1,2,23,24,32,1
138,1B-04-06 A,"Адаптер BSP Ш/Ш 1/4""-3/8"" S=22",1,2,1,2,23,25,22,1
139,1B-04-06,"Адаптер BSP Ш/Ш 1/4""-3/8"" S=22",1,2,1,2,23,25,22,1
140,1B-02-04,"Адаптер BSP Ш/Ш 1/8""-1/4"" S=19",1,2,1,2,28,23,19,1
141,1B-02-04 A,"Адаптер BSP Ш/Ш 1/8""-1/4"" S=19",1,2,1,2,28,23,19,1
142,1B-02,"Адаптер BSP Ш/Ш 1/8""-1/8"" S=14",1,2,1,2,28,28,14,1
143,1B-02 A,"Адаптер BSP Ш/Ш 1/8""-1/8"" S=14",1,2,1,2,28,28,14,1
144,1B-02-06,"Адаптер BSP Ш/Ш 1/8""-3/8"" S=22",1,2,1,2,28,25,22,1
145,1B-02-06 A,"Адаптер BSP Ш/Ш 1/8""-3/8"" S=22",1,2,1,2,28,25,22,1
146,1B-32,"Адаптер BSP Ш/Ш 2""-2"" S=65,70",1,2,1,2,49,49,70,1
147,1B-32 A,"Адаптер BSP Ш/Ш 2""-2"" S=75 ст20",1,2,1,2,49,49,20,1
148,1B-12-16 A,"Адаптер BSP Ш/Ш 3/4""-1"" S=41",1,2,1,2,24,21,41,1
149,1B-12-16,"Адаптер BSP Ш/Ш 3/4""-1"" S=41",1,2,1,2,24,21,41,1
150,1B-12-20,"Адаптер BSP Ш/Ш 3/4""-1,1/4"" S=50",1,2,1,2,24,51,50,1
151,1B-12-20 A,"Адаптер BSP Ш/Ш 3/4""-1,1/4"" S=50",1,2,1,2,24,51,50,1
152,1B-12 A,"Адаптер BSP Ш/Ш 3/4""-3/4"" S=32",1,2,1,2,24,24,32,1
153,1B-12,"Адаптер BSP Ш/Ш 3/4""-3/4"" S=32",1,2,1,2,24,24,32,1
154,1B-06-08,"Адаптер BSP Ш/Ш 3/8""-1/2"" S=27",1,2,1,2,25,22,27,1
155,1B-06-08 A,"Адаптер BSP Ш/Ш 3/8""-1/2"" S=27",1,2,1,2,25,22,27,1
156,1B-06-12 A,"Адаптер BSP Ш/Ш 3/8""-3/4"" S=32",1,2,1,2,25,24,32,1
157,1B-06-12,"Адаптер BSP Ш/Ш 3/8""-3/4"" S=32",1,2,1,2,25,24,32,1
158,1B-06 A,"Адаптер BSP Ш/Ш 3/8""-3/8"" S=22",1,2,1,2,25,25,22,1
159,1B-06,"Адаптер BSP Ш/Ш 3/8""-3/8"" S=22",1,2,1,2,25,25,22,1
160,1B-06-10,"Адаптер BSP Ш/Ш 3/8""-5/8"" S=30",1,2,1,2,25,37,30,1
161,1B-06-10 A,"Адаптер BSP Ш/Ш 3/8""-5/8"" S=30",1,2,1,2,25,37,30,1
162,1B-10-16 A,"Адаптер BSP Ш/Ш 5/8""-1"" S=41",1,2,1,2,37,21,41,1
163,1B-10-16,"Адаптер BSP Ш/Ш 5/8""-1"" S=41",1,2,1,2,37,21,41,1
164,1B-10-12,"Адаптер BSP Ш/Ш 5/8""-3/4"" S=32",1,2,1,2,37,24,32,1
165,1B-10-12 A,"Адаптер BSP Ш/Ш 5/8""-3/4"" S=32",1,2,1,2,37,24,32,1
166,1B-10,"Адаптер BSP Ш/Ш 5/8""-5/8"" S=30",1,2,1,2,37,37,30,1
167,1B-10 A,"Адаптер BSP Ш/Ш 5/8""-5/8"" S=30",1,2,1,2,37,37,30,1
168,2BM-08-20,"Адаптер BSP 1/2"" Ш - DKМ 20x1.5 Г S=27",1,2,11,1,22,8,27,1
169,2BM-08-20 A,"Адаптер BSP 1/2"" Ш - DKМ 20x1,5 Г S=27",1,2,11,1,22,8,27,1
170,2BM-08-22,"Адаптер BSP 1/2"" Ш - DKМ 22x1,5 Г S=27",1,2,11,1,22,9,27,1
171,2BM-08-22 A,"Адаптер BSP 1/2"" Ш - DKМ 22x1,5 Г S=27",1,2,11,1,22,9,27,1
172,2BM-08-24 A,"Адаптер BSP 1/2"" Ш - DKМ 24x1,5 Г S=27",1,2,11,1,22,10,27,1
173,2BM-08-27D,"Адаптер BSP 1/2"" Ш - DKМ 27x1,5 Г S=27",1,2,11,1,22,12,27,1
174,2BM-08-27D A,"Адаптер BSP 1/2"" Ш - DKМ 27x1,5 Г S=32",1,2,11,1,22,12,32,1
175,2BM-12-20,"Адаптер BSP 3/4"" Ш - DKМ 20x1,5 Г S=32",1,2,11,1,24,8,32,1
176,2BM-12-20 A,"Адаптер BSP 3/4"" Ш - DKМ 20x1,5 Г S=32",1,2,11,1,24,8,32,1
177,2BM-12-22 A,"Адаптер BSP 3/4"" Ш - DKМ 22x1,5 Г S=32",1,2,11,1,24,9,32,1
178,2BM-12-22,"Адаптер BSP 3/4"" Ш - DKМ 22x1,5 Г S=32",1,2,11,1,24,9,32,1
179,2BM-12-24 A,"Адаптер BSP 3/4"" Ш - DKМ 24x1,5 Г S=32",1,2,11,1,24,10,32,1
180,2BM-12-27D A,"Адаптер BSP 3/4"" Ш - DKМ 27x1,5 Г S=32",1,2,11,1,24,12,32,1
181,2BM-12-27D,"Адаптер BSP 3/4"" Ш - DKМ 27x1,5 Г S=32",1,2,11,1,24,12,32,1
182,2BM-06-20,"Адаптер BSP 3/8"" Ш - DKМ 20x1,5 Г S=22",1,2,11,1,25,8,22,1
183,2BM-06-20 A,"Адаптер BSP 3/8"" Ш - DKМ 20x1,5 Г S=22",1,2,11,1,25,8,22,1
184,2BM-10-20,"Адаптер BSP 5/8"" Ш - DKМ 20x1,5 Г S=30",1,2,11,1,37,128,30,1
185,2BM-10-20 A,"Адаптер BSP 5/8"" Ш - DKМ 20x1,5 Г S=30",1,2,11,1,37,8,30,1
186,1BM-16-24,"Адаптер BSP 1"" Ш - DKМ 24х1,5 Ш S=41",1,2,11,2,21,10,41,1
187,1BM-16-24 A,"Адаптер BSP 1"" Ш - DKМ 24х1,5 Ш S=41",1,2,11,2,21,10,41,1
188,1BM-16-27D,"Адаптер BSP 1"" Ш - DKМ 27х1,5 Ш S=41",1,2,11,2,21,12,41,1
189,1BM-16-27D A,"Адаптер BSP 1"" Ш - DKМ 27х1,5 Ш S=41",1,2,11,2,21,12,41,1
190,1BM-16-27 A,"Адаптер BSP 1"" Ш - DKМ 27х2 Ш S=41",1,2,11,2,21,119,41,1
191,1BM-16-27,"Адаптер BSP 1"" Ш - DKМ 27х2 Ш S=41",1,2,11,2,21,119,41,1
192,1BM-16-30D,"Адаптер BSP 1"" Ш - DKМ 30х1,5 Ш S=41",1,2,11,2,21,13,41,1
193,1BM-16-30D A,"Адаптер BSP 1"" Ш - DKМ 30х1,5 Ш S=41",1,2,11,2,21,13,41,1
194,1BM-16-30,"Адаптер BSP 1"" Ш - DKМ 30х2 Ш S=41",1,2,11,2,21,14,41,1
195,1BM-16-30 A,"Адаптер BSP 1"" Ш - DKМ 30х2 Ш S=41",1,2,11,2,21,14,41,1
196,1BM-16-33D,"Адаптер BSP 1"" Ш - DKМ 33х1,5 Ш S=41",1,2,11,2,21,15,41,1
197,1BM-16-33D A,"Адаптер BSP 1"" Ш - DKМ 33х1,5 Ш S=41",1,2,11,2,21,15,41,1
198,1BM-16-33,"Адаптер BSP 1"" Ш - DKМ 33х2 Ш S=41",1,2,11,2,21,16,41,1
199,1BM-16-33 A,"Адаптер BSP 1"" Ш - DKМ 33х2 Ш S=41",1,2,11,2,21,16,41,1
200,1BM-16-36D,"Адаптер BSP 1"" Ш - DKМ 36х1,5 Ш S=41",1,2,11,2,21,17,41,1
201,1BM-16-36D A,"Адаптер BSP 1"" Ш - DKМ 36х1,5 Ш S=41",1,2,11,2,21,17,41,1
202,1BM-16-36,"Адаптер BSP 1"" Ш - DKМ 36х2 Ш S=41",1,2,11,2,21,82,41,1
203,1BM-16-36 A,"Адаптер BSP 1"" Ш - DKМ 36х2 Ш S=41",1,2,11,2,21,82,41,1
204,1BM-16-42,"Адаптер BSP 1"" Ш - DKМ 42х2 Ш S=50",1,2,11,2,21,81,50,1
205,1BM-16-42 A,"Адаптер BSP 1"" Ш - DKМ 42х2 Ш S=50",1,2,11,2,21,81,50,1
206,1BM-08-12D,"Адаптер BSP 1/2"" Ш - DKМ 12х1,5 Ш S=27",1,2,11,2,22,3,27,1
207,1BM-08-12D A,"Адаптер BSP 1/2"" Ш - DKМ 12х1,5 Ш S=27",1,2,11,2,22,3,27,1
208,1BM-08-14D,"Адаптер BSP 1/2"" Ш - DKМ 14х1,5 Ш S=27",1,2,11,2,22,4,27,1
209,1BM-08-14D A,"Адаптер BSP 1/2"" Ш - DKМ 14х1,5 Ш S=27",1,2,11,2,22,4,27,1
210,1BM-08-16D,"Адаптер BSP 1/2"" Ш - DKМ 16х1,5 Ш S=27",1,2,11,2,22,6,27,1
211,1BM-08-16D A,"Адаптер BSP 1/2"" Ш - DKМ 16х1,5 Ш S=27",1,2,11,2,22,6,27,1
212,1BM-08-18,"Адаптер BSP 1/2"" Ш - DKМ 18х1,5 Ш S=27",1,2,11,2,22,7,27,1
213,1BM-08-18 A,"Адаптер BSP 1/2"" Ш - DKМ 18х1,5 Ш S=27",1,2,11,2,22,7,27,1
214,1BM-08-20 A,"Адаптер BSP 1/2"" Ш - DKМ 20х1,5 Ш S=27",1,2,11,2,22,8,27,1
215,1BM-08-20,"Адаптер BSP 1/2"" Ш - DKМ 20х1,5 Ш S=27",1,2,11,2,22,8,27,1
216,1BM-08-22 A,"Адаптер BSP 1/2"" Ш - DKМ 22х1,5 Ш S=27",1,2,11,2,22,9,27,1
217,1BM-08-22,"Адаптер BSP 1/2"" Ш - DKМ 22х1,5 Ш S=27",1,2,11,2,22,9,27,1
218,1BM-08-24,"Адаптер BSP 1/2"" Ш - DKМ 24х1,5 Ш S=30",1,2,11,2,22,10,30,1
219,1BM-08-24 A,"Адаптер BSP 1/2"" Ш - DKМ 24х1,5 Ш S=30",1,2,11,2,22,10,30,1
220,1BM-08-26D,"Адаптер BSP 1/2"" Ш - DKМ 26х1,5 Ш S=32",1,2,11,2,22,11,32,1
221,1BM-08-26D A,"Адаптер BSP 1/2"" Ш - DKМ 26х1,5 Ш S=32",1,2,11,2,22,11,32,1
222,1BM-08-27D,"Адаптер BSP 1/2"" Ш - DKМ 27х1,5 Ш S=32",1,2,11,2,22,12,32,1
223,1BM-08-27D A,"Адаптер BSP 1/2"" Ш - DKМ 27х1,5 Ш S=32",1,2,11,2,22,12,32,1
224,1BM-08-30,"Адаптер BSP 1/2"" Ш - DKМ 30х2 Ш S=36",1,2,11,2,22,14,36,1
225,1BM-08-30 A,"Адаптер BSP 1/2"" Ш - DKМ 30х2 Ш S=36",1,2,11,2,22,14,36,1
226,1BM-04-10,"Адаптер BSP 1/4"" Ш - DKМ 10х1 Ш S=19",1,2,11,2,23,1,19,1
227,1BM-04-10 A,"Адаптер BSP 1/4"" Ш - DKМ 10х1 Ш S=19",1,2,11,2,23,1,19,1
228,1BM-04-12D,"Адаптер BSP 1/4"" Ш - DKМ 12х1,5 Ш S=19",1,2,11,2,23,3,19,1
229,1BM-04-12D A,"Адаптер BSP 1/4"" Ш - DKМ 12х1,5 Ш S=19",1,2,11,2,23,3,19,1
230,1BM-04-14D,"Адаптер BSP 1/4"" Ш - DKМ 14х1,5 Ш S=19",1,2,11,2,23,4,19,1
231,1BM-04-14D A,"Адаптер BSP 1/4"" Ш - DKМ 14х1,5 Ш S=19",1,2,11,2,23,4,19,1
232,1BM-04-16D,"Адаптер BSP 1/4"" Ш - DKМ 16х1,5 Ш S=22",1,2,11,2,23,6,22,1
233,1BM-04-16D A,"Адаптер BSP 1/4"" Ш - DKМ 16х1,5 Ш S=22",1,2,11,2,23,6,22,1
234,1BM-04-18,"Адаптер BSP 1/4"" Ш - DKМ 18х1,5 Ш S=24",1,2,11,2,23,7,24,1
235,1BM-04-18 A,"Адаптер BSP 1/4"" Ш - DKМ 18х1,5 Ш S=24",1,2,11,2,23,7,24,1
236,1BM-12-18,"Адаптер BSP 3/4"" Ш - DKМ 18х1,5 Ш S=32",1,2,11,2,24,7,32,1
