id,article,name,standard,dy,thread,angle,armature,seria,usit,o_ring,s_key
1216,20141-30-10T,16 DK 30х2 (45)(Г),3,16,14,2,1,1,false,false,
1217,20141-30-12,20 DK 30х2 (45)(Г),3,20,14,2,1,1,false,false,
1218,20141-30-12D,"20 DK 30х1,5 (45)(Г)",3,20,13,2,1,1,false,false,
1219,20141-30-12DT,"20 DK 30х1,5 (45)(Г)",3,20,13,2,1,1,false,false,
1220,20141-30-12T,20 DK 30х2 (45)(Г),3,20,14,2,1,1,false,false,
1221,20141-33-12,20 DK 33х2 (45)(Г),3,20,16,2,1,1,false,false,
1222,20141-33-12D,"20 DK 33х1,5 (45)(Г)",3,20,15,2,1,1,false,false,
1223,20141-33-12DT,"20 DK 33х1,5 (45)(Г)",3,20,15,2,1,1,false,false,
1224,20141-33-12T,20 DK 33х2 (45)(Г),3,20,16,2,1,1,false,false,
1225,20141-33-16,25 DK 33х2 (45)(Г),3,25,16,2,1,1,false,false,
1226,20141-33-16D,"25 DK 33х1,5 (45)(Г)",3,25,15,2,1,1,false,false,
1227,20141-33-16DT,"25 DK 33х1,5 (45)(Г)",3,25,15,2,1,1,false,false,
1228,20141-33-16T,25 DK 33х2 (45)(Г),3,25,16,2,1,1,false,false,
1229,20141-36-12,20 DK 36х2 (45)(Г),3,20,23,2,1,1,false,false,
1230,20141-36-12D,"20 DK 36х1,5 (45)(Г)",3,20,17,2,1,1,false,false,
1231,20141-36-12DT,"20 DK 36х1,5 (45)(Г)",3,20,17,2,1,1,false,false,
1232,20141-36-12T,20 DK 36х2 (45)(Г),3,20,23,2,1,1,false,false,
1233,20141-36-16,25 DK 36х2 (45)(Г),3,25,23,2,1,1,false,false,
1234,20141-36-16D,"25 DK 36х1,5 (45)(Г)",3,25,17,2,1,1,false,false,
1235,20141-36-16DT,"25 DK 36х1,5 (45)(Г)",3,25,17,2,1,1,false,false,
1236,20141-36-16T,25 DK 36х2 (45)(Г),3,25,23,2,1,1,false,false,
1237,20141-39-12,20 DK 39х2 (45)(Г),3,20,29,2,1,1,false,false,
1238,20141-39-12D,"20 DK 39х1,5 (45)(Г)",3,20,18,2,1,1,false,false,
1239,20141-39-12DT,"20 DK 39х1,5 (45)(Г)",3,20,18,2,1,1,false,false,
1240,20141-39-12T,20 DK 39х2 (45)(Г),3,20,29,2,1,1,false,false,
1241,20141-39-16,25 DK 39х2 (45)(Г),3,25,29,2,1,1,false,false,
1242,20141-39-16D,"25 DK 39х1,5 (45)(Г)",3,25,18,2,1,1,false,false,
1243,20141-39-16DT,"25 DK 39х1,5 (45)(Г)",3,25,18,2,1,1,false,false,
1244,20141-39-16T,25 DK 39х2 (45)(Г),3,25,29,2,1,1,false,false,
1245,20141-42-12,20 DK 42х2 (45)(Г),3,20,22,2,1,1,false,false,
1246,20141-42-12T,20 DK 42х2 (45)(Г),3,20,22,2,1,1,false,false,
1247,20141-42-16,25 DK 42х2 (45)(Г),3,25,22,2,1,1,false,false,
1248,20141-42-16D,"25 DK 42х1,5 (45)(Г)",3,25,19,2,1,1,false,false,
1249,20141-42-16DT,"25 DK 42х1,5 (45)(Г)",3,25,19,2,1,1,false,false,
1250,20141-42-16T,25 DK 42х2 (45)(Г),3,25,22,2,1,1,false,false,
1251,20141-42-20,32 DK 42х2 (45)(Г),3,32,22,2,1,1,false,false,
1252,20141-42-20D,"32 DK 42х1,5 (45)(Г)",3,32,19,2,1,1,false,false,
1253,20141-42-20DT,"32 DK 42х1,5 (45)(Г)",3,32,19,2,1,1,false,false,
1254,20141-42-20T,32 DK 42х2 (45)(Г),3,32,22,2,1,1,false,false,
1255,20141-45-20,32 DK 45х2 (45)(Г),3,32,25,2,1,1,false,false,
1256,20141-45-20D,"32 DK 45х1,5 (45)(Г)",3,32,33,2,1,1,false,false,
1257,20141-45-20DT,"32 DK 45х1,5 (45)(Г)",3,32,33,2,1,1,false,false,
1258,20141-45-20T,32 DK 45х2 (45)(Г),3,32,25,2,1,1,false,false,
1259,20141-48-20,32 DK 48х2 (45)(Г),3,32,28,2,1,1,false,false,
1260,20141-48-20D,"32 DK 48х1,5 (45)(Г)",3,32,30,2,1,1,false,false,
1261,20141-48-20DT,"32 DK 48х1,5 (45)(Г)",3,32,30,2,1,1,false,false,
1262,20141-48-20T,32 DK 48х2 (45)(Г),3,32,28,2,1,1,false,false,
1263,20141-52-20,32 DK 52х2 (45)(Г),3,32,24,2,1,1,false,false,
1264,20141-52-20D,"32 DK 52х1,5 (45)(Г)",3,32,20,2,1,1,false,false,
1265,20141-52-20DT,"32 DK 52х1,5 (45)(Г)",3,32,20,2,1,1,false,false,
1266,20141-52-20T,32 DK 52х2 (45)(Г),3,32,24,2,1,1,false,false,
1267,20141-52-24,38 DK 52х2 (45)(Г),3,38,24,2,1,1,false,false,
1268,20141-52-24T,38 DK 52х2 (45)(Г),3,38,24,2,1,1,false,false,
1269,20141-56-24,38 DK 56х2 (45)(Г),3,38,31,2,1,1,false,false,
1270,20141-56-24T,38 DK 56х2 (45)(Г),3,38,31,2,1,1,false,false,
1271,20141-64-24,38 DK 64х2 (45)(Г),3,38,29,2,1,1,false,false,
1272,20141-64-24T,38 DK 64х2 (45)(Г),3,38,29,2,1,1,false,false,
1273,20141-64-32,50 DK 64х2 (45)(Г),3,50,29,2,1,1,false,false,
1274,20141-64-32T,50 DK 64х2 (45)(Г),3,50,29,2,1,1,false,false,
1275,20142-16-08D,"12 DK 16х1,5 (45)(Г)",3,12,6,2,1,2,false,false,
1276,20142-16-08DT,"12 DK 16х1,5 (45)(Г)",3,12,6,2,1,2,false,false,
1277,20142-18-08,"12 DK 18х1,5 (45)(Г)",3,12,7,2,1,2,false,false,
1278,20142-18-08T,"12 DK 18х1,5 (45)(Г)",3,12,7,2,1,2,false,false,
1279,20142-20-08 S24,"12 DK 20х1,5 (45)(Г) S=24",3,12,8,2,1,2,false,false,24
1280,20142-20-08 S27,"12 DK 20х1,5 (45)(Г) S=27",3,12,8,2,1,2,false,false,27
1281,20142-20-08T S24,"12 DK 20х1,5 (45)(Г) S=24",3,12,8,2,1,2,false,false,24
1282,20142-20-08T S27,"12 DK 20х1,5 (45)(Г) S=27",3,12,8,2,1,2,false,false,27
1283,20142-20-10,"16 DK 20х1,5 (45)(Г)",3,16,8,2,1,2,false,false,
1284,20142-20-10T,"16 DK 20х1,5 (45)(Г)",3,16,8,2,1,2,false,false,
1285,20142-22-08,"12 DK 22х1,5 (45)(Г)",3,12,9,2,1,2,false,false,
1286,20142-22-08T,"12 DK 22х1,5 (45)(Г)",3,12,9,2,1,2,false,false,
1287,20142-22-10,"16 DK 22х1,5 (45)(Г)",3,16,9,2,1,2,false,false,
1288,20142-22-10T,"16 DK 22х1,5 (45)(Г)",3,16,9,2,1,2,false,false,
1289,20142-24-08,"12 DK 24х1,5 (45)(Г)",3,12,10,2,1,2,false,false,
1290,20142-24-08T,"12 DK 24х1,5 (45)(Г)",3,12,10,2,1,2,false,false,
1291,20142-24-10,"16 DK 24х1,5 (45)(Г)",3,16,10,2,1,2,false,false,
1292,20142-24-10T,"16 DK 24х1,5 (45)(Г)",3,16,10,2,1,2,false,false,
1293,20142-24-12,"20 DK 24х1,5 (45)(Г)",3,20,10,2,1,2,false,false,
1294,20142-24-12T,"20 DK 24х1,5 (45)(Г)",3,20,10,2,1,2,false,false,
1295,20142-26-08D,"12 DK 26х1,5 (45)(Г)",3,12,11,2,1,2,false,false,
1296,20142-26-08DT,"12 DK 26х1,5 (45)(Г)",3,12,11,2,1,2,false,false,
1297,20142-26-10D,"16 DK 26х1,5 (45)(Г)",3,16,11,2,1,2,false,false,
1298,20142-26-10DT,"16 DK 26х1,5 (45)(Г)",3,16,11,2,1,2,false,false,
1299,20142-27-08,12 DK 27х2 (45)(Г),3,12,27,2,1,2,false,false,
1300,20142-27-08D,"12 DK 27х1,5 (45)(Г)",3,12,12,2,1,2,false,false,
1301,20142-27-08DT,"12 DK 27х1,5 (45)(Г)",3,12,12,2,1,2,false,false,
1302,20142-27-08T,12 DK 27х2 (45)(Г),3,12,27,2,1,2,false,false,
1303,20142-27-10,16 DK 27х2 (45)(Г),3,16,27,2,1,2,false,false,
1304,20142-27-10D,"16 DK 27х1,5 (45)(Г)",3,16,12,2,1,2,false,false,
1305,20142-27-10DT,"16 DK 27х1,5 (45)(Г)",3,16,12,2,1,2,false,false,
1306,20142-27-10T,16 DK 27х2 (45)(Г),3,16,27,2,1,2,false,false,
1307,20142-27-12,20 DK 27х2 (45)(Г),3,20,27,2,1,2,false,false,
1308,20142-27-12D,"20 DK 27х1,5 (45)(Г)",3,20,12,2,1,2,false,false,
1309,20142-27-12DT,"20 DK 27х1,5 (45)(Г)",3,20,12,2,1,2,false,false,
1310,20142-27-12T,20 DK 27х2 (45)(Г),3,20,27,2,1,2,false,false,
1311,20142-30-10,16 DK 30х2 (45)(Г),3,16,14,2,1,2,false,false,
1312,20142-30-10D,"16 DK 30х1,5 (45)(Г)",3,16,13,2,1,2,false,false,
1313,20142-30-10DT,"16 DK 30х1,5 (45)(Г)",3,16,13,2,1,2,false,false,
1314,20142-30-10T,16 DK 30х2 (45)(Г),3,16,14,2,1,2,false,false,
1315,20142-30-12,20 DK 30х2 (45)(Г),3,20,14,2,1,2,false,false,
1316,20142-30-12D,"20 DK 30х1,5 (45)(Г)",3,20,13,2,1,2,false,false,
1317,20142-30-12DT,"20 DK 30х1,5 (45)(Г)",3,20,13,2,1,2,false,false,
1318,20142-30-12T,20 DK 30х2 (45)(Г),3,20,14,2,1,2,false,false,
1319,20142-33-10DT,"16 DK 33х1,5 (45)(Г)",3,16,15,2,1,2,false,false,
1320,20142-33-10T,16 DK 33х2 (45)(Г),3,16,16,2,1,2,false,false,
1321,20142-33-12,20 DK 33х2 (45)(Г),3,20,16,2,1,2,false,false,
1322,20142-33-12D,"20 DK 33х1,5 (45)(Г)",3,20,15,2,1,2,false,false,
1323,20142-33-12DT,"20 DK 33х1,5 (45)(Г)",3,20,15,2,1,2,false,false,
1324,20142-33-12T,20 DK 33х2 (45)(Г),3,20,16,2,1,2,false,false,
1325,20142-33-16,25 DK 33х2 (45)(Г),3,25,16,2,1,2,false,false,
1326,20142-33-16D,"25 DK 33х1,5 (45)(Г)",3,25,15,2,1,2,false,false,
1327,20142-33-16DT,"25 DK 33х1,5 (45)(Г)",3,25,15,2,1,2,false,false,
1328,20142-33-16T,25 DK 33х2 (45)(Г),3,25,16,2,1,2,false,false,
1329,20142-36-12,20 DK 36х2 (45)(Г),3,20,23,2,1,2,false,false,
1330,20142-36-12D,"20 DK 36х1,5 (45)(Г)",3,20,17,2,1,2,false,false,
1331,20142-36-12DT,"20 DK 36х1,5 (45)(Г)",3,20,17,2,1,2,false,false,
1332,20142-36-12T,20 DK 36х2 (45)(Г),3,20,23,2,1,2,false,false,
1333,20142-36-16,25 DK 36х2 (45)(Г),3,25,23,2,1,2,false,false,
1334,20142-36-16D,"25 DK 36х1,5 (45)(Г)",3,25,17,2,1,2,false,false,
1335,20142-36-16DT,"25 DK 36х1,5 (45)(Г)",3,25,17,2,1,2,false,false,
1336,20142-36-16T,25 DK 36х2 (45)(Г),3,25,23,2,1,2,false,false,
1337,20142-39-12,20 DK 39х2 (45)(Г),3,20,29,2,1,2,false,false,
1338,20142-39-12D,"20 DK 39х1,5 (45)(Г)",3,20,18,2,1,2,false,false,
1339,20142-39-12DT,"20 DK 39х1,5 (45)(Г)",3,20,18,2,1,2,false,false,
1340,20142-39-12T,20 DK 39х2 (45)(Г),3,20,29,2,1,2,false,false,
1341,20142-39-16,25 DK 39х2 (45)(Г),3,25,29,2,1,2,false,false,
1342,20142-39-16D,"25 DK 39х1,5 (45)(Г)",3,25,18,2,1,2,false,false,
1343,20142-39-16DT,"25 DK 39х1,5 (45)(Г)",3,25,18,2,1,2,false,false,
1344,20142-39-16T,25 DK 39х2 (45)(Г),3,25,29,2,1,2,false,false,
1345,20142-42-12,20 DK 42х2 (45)(Г),3,20,22,2,1,2,false,false,
1346,20142-42-12T,20 DK 42х2 (45)(Г),3,20,22,2,1,2,false,false,
1347,20142-42-16,25 DK 42х2 (45)(Г),3,25,22,2,1,2,false,false,
1348,20142-42-16D,"25 DK 42х1,5 (45)(Г)",3,25,19,2,1,2,false,false,
1349,20142-42-16DT,"25 DK 42х1,5 (45)(Г)",3,25,19,2,1,2,false,false,
1350,20142-42-16T,25 DK 42х2 (45)(Г),3,25,22,2,1,2,false,false,
1351,20142-42-20,32 DK 42х2 (45)(Г),3,32,22,2,1,2,false,false,
1352,20142-42-20D,"32 DK 42х1,5 (45)(Г)",3,32,19,2,1,2,false,false,
1353,20142-42-20DT,"32 DK 42х1,5 (45)(Г)",3,32,19,2,1,2,false,false,
1354,20142-42-20T,32 DK 42х2 (45)(Г),3,32,22,2,1,2,false,false,
1355,20142-45-20,32 DK 45х2 (45)(Г),3,32,25,2,1,2,false,false,
1356,20142-45-20D,"32 DK 45х1,5 (45)(Г)",3,32,33,2,1,2,false,false,
1357,20142-45-20DT,"32 DK 45х1,5 (45)(Г)",3,32,33,2,1,2,false,false,
1358,20142-45-20T,32 DK 45х2 (45)(Г),3,32,25,2,1,2,false,false,
1359,20142-48-20,32 DK 48х2 (45)(Г),3,32,28,2,1,2,false,false,
1360,20142-48-20D,"32 DK 48х1,5 (45)(Г)",3,32,30,2,1,2,false,false,
1361,20142-48-20DT,"32 DK 48х1,5 (45)(Г)",3,32,30,2,1,2,false,false,
1362,20142-48-20T,32 DK 48х2 (45)(Г),3,32,28,2,1,2,false,false,
1363,20142-52-20,32 DK 52х2 (45)(Г),3,32,24,2,1,2,false,false,
1364,20142-52-20D,"32 DK 52х1,5 (45)(Г)",3,32,20,2,1,2,false,false,
1365,20142-52-20DT,"32 DK 52х1,5 (45)(Г)",3,32,20,2,1,2,false,false,
1366,20142-52-20T,32 DK 52х2 (45)(Г),3,32,24,2,1,2,false,false,
1367,20142-52-24,38 DK 52х2 (45)(Г),3,38,24,2,1,2,false,false,
1368,20142-52-24T,38 DK 52х2 (45)(Г),3,38,24,2,1,2,false,false,
1369,20142-56-24,38 DK 56х2 (45)(Г),3,38,31,2,1,2,false,false,
1370,20142-56-24T,38 DK 56х2 (45)(Г),3,38,31,2,1,2,false,false,
1371,20142-64-24,38 DK 64х2 (45)(Г),3,38,29,2,1,2,false,false,
1372,20142-64-24T,38 DK 64х2 (45)(Г),3,38,29,2,1,2,false,false,
1373,20142-64-32,50 DK 64х2 (45)(Г),3,50,29,2,1,2,false,false,
1374,20142-64-32T,50 DK 64х2 (45)(Г),3,50,29,2,1,2,false,false,
1375,20191-10-04,06 DK 10х1 (90)(Г),3,6,1,3,1,1,false,false,
1376,20191-10-04D,"06 DK 10х1,5 (90)(Г)",3,6,2,3,1,1,false,false,
1377,20191-10-04DT,"06 DK 10х1,5 (90)(Г)",3,6,2,3,1,1,false,false,
1378,20191-10-04T,06 DK 10х1 (90)(Г),3,6,1,3,1,1,false,false,
1379,20191-12-04,06 DK 12х1 (90)(Г),3,6,21,3,1,1,false,false,
1380,20191-12-04D,"06 DK 12х1,5 (90)(Г)",3,6,3,3,1,1,false,false,
1381,20191-12-04DT,"06 DK 12х1,5 (90)(Г)",3,6,3,3,1,1,false,false,
1382,20191-12-04T,06 DK 12х1 (90)(Г),3,6,21,3,1,1,false,false,
1383,20191-12-05D,"08 DK 12х1,5 (90)(Г)",3,8,3,3,1,1,false,false,
1384,20191-12-05DT,"08 DK 12х1,5 (90)(Г)",3,8,3,3,1,1,false,false,
1385,20191-14-04D,"06 DK 14х1,5 (90)(Г)",3,6,4,3,1,1,false,false,
1386,20191-14-04DT,"06 DK 14х1,5 (90)(Г)",3,6,4,3,1,1,false,false,
1387,20191-14-05D,"08 DK 14х1,5 (90)(Г)",3,8,4,3,1,1,false,false,
1388,20191-14-05DT,"08 DK 14х1,5 (90)(Г)",3,8,4,3,1,1,false,false,
1389,20191-14-06D,"10 DK 14х1,5 (90)(Г)",3,10,4,3,1,1,false,false,
1390,20191-14-06DT,"10 DK 14х1,5 (90)(Г)",3,10,4,3,1,1,false,false,
1391,20191-16-04D,"06 DK 16х1,5 (90)(Г)",3,6,6,3,1,1,false,false,
1392,20191-16-04DT,"06 DK 16х1,5 (90)(Г)",3,6,6,3,1,1,false,false,
1393,20191-16-05D,"08 DK 16х1,5 (90)(Г)",3,8,6,3,1,1,false,false,
1394,20191-16-05DT,"08 DK 16х1,5 (90)(Г)",3,8,6,3,1,1,false,false,
1395,20191-16-06D,"10 DK 16х1,5 (90)(Г)",3,10,6,3,1,1,false,false,
1396,20191-16-06DT,"10 DK 16х1,5 (90)(Г)",3,10,6,3,1,1,false,false,
1397,20191-16-08D,"12 DK 16х1,5 (90)(Г)",3,12,6,3,1,1,false,false,
1398,20191-16-08DT,"12 DK 16х1,5 (90)(Г)",3,12,6,3,1,1,false,false,
1399,20191-18-04,"06 DK 18х1,5 (90)(Г)",3,6,7,3,1,1,false,false,
1400,20191-18-04T,"06 DK 18х1,5 (90)(Г)",3,6,7,3,1,1,false,false,
1401,20191-18-05,"08 DK 18х1,5 (90)(Г)",3,8,7,3,1,1,false,false,
1402,20191-18-05T,"08 DK 18х1,5 (90)(Г)",3,8,7,3,1,1,false,false,
1403,20191-18-06,"10 DK 18х1,5 (90)(Г)",3,10,7,3,1,1,false,false,
1404,20191-18-06T,"10 DK 18х1,5 (90)(Г)",3,10,7,3,1,1,false,false,
1405,20191-18-08,"12 DK 18х1,5 (90)(Г)",3,12,7,3,1,1,false,false,
1406,20191-18-08T,"12 DK 18х1,5 (90)(Г)",3,12,7,3,1,1,false,false,
1407,20191-20-04,"06 DK 20х1,5 (90)(Г)",3,6,8,3,1,1,false,false,
1408,20191-20-04T,"06 DK 20х1,5 (90)(Г)",3,6,8,3,1,1,false,false,
1409,20191-20-05,"08 DK 20х1,5 (90)(Г)",3,8,8,3,1,1,false,false,
1410,20191-20-05T,"08 DK 20х1,5 (90)(Г)",3,8,8,3,1,1,false,false,
1411,20191-20-06,"10 DK 20х1,5 (90)(Г)",3,10,8,3,1,1,false,false,
1412,20191-20-06T,"10 DK 20х1,5 (90)(Г)",3,10,8,3,1,1,false,false,
1413,20191-20-08 S24,"12 DK 20х1,5 (90)(Г) S=24",3,12,8,3,1,1,false,false,24
1414,20191-20-08 S27,"12 DK 20х1,5 (90)(Г) S=27",3,12,8,3,1,1,false,false,27
1415,20191-20-08T S24,"12 DK 20х1,5 (90)(Г) S=24",3,12,8,3,1,1,false,false,24
1416,20191-20-08T S27,"12 DK 20х1,5 (90)(Г) S=27",3,12,8,3,1,1,false,false,27
1417,20191-20-10,"16 DK 20х1,5 (90)(Г)",3,16,8,3,1,1,false,false,
1418,20191-20-10T,"16 DK 20х1,5 (90)(Г)",3,16,8,3,1,1,false,false,
1419,20191-22-04,"06 DK 22х1,5 (90)(Г)",3,6,9,3,1,1,false,false,
1420,20191-22-04T,"06 DK 22х1,5 (90)(Г)",3,6,9,3,1,1,false,false,
1421,20191-22-05,"08 DK 22х1,5 (90)(Г)",3,8,9,3,1,1,false,false,
1422,20191-22-05T,"08 DK 22х1,5 (90)(Г)",3,8,9,3,1,1,false,false,
1423,20191-22-06,"10 DK 22х1,5 (90)(Г)",3,10,9,3,1,1,false,false,
1424,20191-22-06T,"10 DK 22х1,5 (90)(Г)",3,10,9,3,1,1,false,false,
1425,20191-22-08,"12 DK 22х1,5 (90)(Г)",3,12,9,3,1,1,false,false,
1426,20191-22-08T,"12 DK 22х1,5 (90)(Г)",3,12,9,3,1,1,false,false,
1427,20191-22-10,"16 DK 22х1,5 (90)(Г)",3,16,9,3,1,1,false,false,
1428,20191-22-10T,"16 DK 22х1,5 (90)(Г)",3,16,9,3,1,1,false,false,
1429,20191-24-08,"12 DK 24х1,5 (90)(Г)",3,12,10,3,1,1,false,false,
1430,20191-24-08T,"12 DK 24х1,5 (90)(Г)",3,12,10,3,1,1,false,false,
1431,20191-24-08T 60,"12 DK 24х1,5 (90)(Г) ниппель-сфера 60гр.",3,12,10,3,1,1,false,false,
1432,20191-24-10,"16 DK 24х1,5 (90)(Г)",3,16,10,3,1,1,false,false,
1433,20191-24-10T,"16 DK 24х1,5 (90)(Г)",3,16,10,3,1,1,false,false,
1434,20191-24-12,"20 DK 24х1,5 (90)(Г)",3,20,10,3,1,1,false,false,
1435,20191-24-12T,"20 DK 24х1,5 (90)(Г)",3,20,10,3,1,1,false,false,
1436,20191-26-08D,"12 DK 26х1,5 (90)(Г)",3,12,11,3,1,1,false,false,
1437,20191-26-08DT,"12 DK 26х1,5 (90)(Г)",3,12,11,3,1,1,false,false,
1438,20191-26-10,16 DK 26х2 (90)(Г),3,16,35,3,1,1,false,false,
1439,20191-26-10D,"16 DK 26х1,5 (90)(Г)",3,16,11,3,1,1,false,false,
1440,20191-26-10DT,"16 DK 26х1,5 (90)(Г)",3,16,11,3,1,1,false,false,
1441,20191-26-10T,16 DK 26х2 (90)(Г),3,16,35,3,1,1,false,false,
1442,20191-27-08,12 DK 27х2 (90)(Г),3,12,27,3,1,1,false,false,
1443,20191-27-08D,"12 DK 27х1,5 (90)(Г)",3,12,12,3,1,1,false,false,
1444,20191-27-08DT,"12 DK 27х1,5 (90)(Г)",3,12,12,3,1,1,false,false,
1445,20191-27-08T,12 DK 27х2 (90)(Г),3,12,27,3,1,1,false,false,
1446,20191-27-10,16 DK 27х2 (90)(Г),3,16,27,3,1,1,false,false,
1447,20191-27-10D,"16 DK 27х1,5 (90)(Г)",3,16,12,3,1,1,false,false,
1448,20191-27-10DT,"16 DK 27х1,5 (90)(Г)",3,16,12,3,1,1,false,false,
1449,20191-27-10T,16 DK 27х2 (90)(Г),3,16,27,3,1,1,false,false,
1450,20191-27-12,20 DK 27х2 (90)(Г),3,20,27,3,1,1,false,false,
1451,20191-27-12D,"20 DK 27х1,5 (90)(Г)",3,20,12,3,1,1,false,false,
1452,20191-27-12DT,"20 DK 27х1,5 (90)(Г)",3,20,12,3,1,1,false,false,
1453,20191-27-12T,20 DK 27х2 (90)(Г),3,20,27,3,1,1,false,false,
1454,20191-30-10,16 DK 30х2 (90)(Г),3,16,14,3,1,1,false,false,
1455,20191-30-10D,"16 DK 30х1,5 (90)(Г)",3,16,13,3,1,1,false,false,
1456,20191-30-10DT,"16 DK 30х1,5 (90)(Г)",3,16,13,3,1,1,false,false,
1457,20191-30-10T,16 DK 30х2 (90)(Г),3,16,14,3,1,1,false,false,
1458,20191-30-12,20 DK 30х2 (90)(Г),3,20,14,3,1,1,false,false,
1459,20191-30-12D,"20 DK 30х1,5 (90)(Г)",3,20,13,3,1,1,false,false,
1460,20191-30-12DT,"20 DK 30х1,5 (90)(Г)",3,20,13,3,1,1,false,false,
1461,20191-30-12T,20 DK 30х2 (90)(Г),3,20,14,3,1,1,false,false,
1462,20191-33-12,20 DK 33х2 (90)(Г),3,20,16,3,1,1,false,false,
1463,20191-33-12D,"20 DK 33х1,5 (90)(Г)",3,20,15,3,1,1,false,false,
1464,20191-33-12DT,"20 DK 33х1,5 (90)(Г)",3,20,15,3,1,1,false,false,
1465,20191-33-12T,20 DK 33х2 (90)(Г),3,20,16,3,1,1,false,false,
1466,20191-33-16,25 DK 33х2 (90)(Г),3,25,16,3,1,1,false,false,
1467,20191-33-16D,"25 DK 33х1,5 (90)(Г)",3,25,15,3,1,1,false,false,
1468,20191-33-16DT,"25 DK 33х1,5 (90)(Г)",3,25,15,3,1,1,false,false,
1469,20191-33-16T,25 DK 33х2 (90)(Г),3,25,16,3,1,1,false,false,
1470,20191-36-12,20 DK 36х2 (90)(Г),3,20,23,3,1,1,false,false,
1471,20191-36-12D,"20 DK 36х1,5 (90)(Г)",3,20,17,3,1,1,false,false,
1472,20191-36-12DT,"20 DK 36х1,5 (90)(Г)",3,20,17,3,1,1,false,false,
1473,20191-36-12T,20 DK 36х2 (90)(Г),3,20,23,3,1,1,false,false,
1474,20191-36-14T,22 DK 36х2 (90)(Г),3,22,23,3,1,1,false,false,
1475,20191-36-16,25 DK 36х2 (90)(Г),3,25,23,3,1,1,false,false,
1476,20191-36-16D,"25 DK 36х1,5 (90)(Г)",3,25,17,3,1,1,false,false,
1477,20191-36-16DT,"25 DK 36х1,5 (90)(Г)",3,25,17,3,1,1,false,false,
1478,20191-36-16T,25 DK 36х2 (90)(Г),3,25,23,3,1,1,false,false,
1479,20191-39-12,20 DK 39х2 (90)(Г),3,20,29,3,1,1,false,false,
1480,20191-39-12D,"20 DK 39х1,5 (90)(Г)",3,20,18,3,1,1,false,false,
1481,20191-39-12DT,"20 DK 39х1,5 (90)(Г)",3,20,18,3,1,1,false,false,
1482,20191-39-12T,20 DK 39х2 (90)(Г),3,20,29,3,1,1,false,false,
1483,20191-39-16,25 DK 39х2 (90)(Г),3,25,29,3,1,1,false,false,
1484,20191-39-16D,"25 DK 39х1,5 (90)(Г)",3,25,18,3,1,1,false,false,
1485,20191-39-16DT,"25 DK 39х1,5 (90)(Г)",3,25,18,3,1,1,false,false,
1486,20191-39-16T,25 DK 39х2 (90)(Г),3,25,29,3,1,1,false,false,
1487,20191-42-12,20 DK 42х2 (90)(Г),3,20,22,3,1,1,false,false,
1488,20191-42-12T,20 DK 42х2 (90)(Г),3,20,22,3,1,1,false,false,
1489,20191-42-16,25 DK 42х2 (90)(Г),3,25,22,3,1,1,false,false,
1490,20191-42-16D,"25 DK 42х1,5 (90)(Г)",3,25,19,3,1,1,false,false,
1491,20191-42-16DT,"25 DK 42х1,5 (90)(Г)",3,25,19,3,1,1,false,false,
1492,20191-42-16T,25 DK 42х2 (90)(Г),3,25,22,3,1,1,false,false,
1493,20191-42-20,32 DK 42х2 (90)(Г),3,32,22,3,1,1,false,false,
1494,20191-42-20D,"32 DK 42х1,5 (90)(Г)",3,32,19,3,1,1,false,false,
1495,20191-42-20DT,"32 DK 42х1,5 (90)(Г)",3,32,19,3,1,1,false,false,
1496,20191-42-20T,32 DK 42х2 (90)(Г),3,32,22,3,1,1,false,false,
1497,20191-45-20,32 DK 45х2 (90)(Г),3,32,25,3,1,1,false,false,
1498,20191-45-20D,"32 DK 45х1,5 (90)(Г)",3,32,33,3,1,1,false,false,
1499,20191-45-20DT,"32 DK 45х1,5 (90)(Г)",3,32,33,3,1,1,false,false,
1500,20191-45-20T,32 DK 45х2 (90)(Г),3,32,25,3,1,1,false,false,
1501,20191-48-20,32 DK 48х2 (90)(Г),3,32,28,3,1,1,false,false,
1502,20191-48-20D,"32 DK 48х1,5 (90)(Г)",3,32,30,3,1,1,false,false,
1503,20191-48-20DT,"32 DK 48х1,5 (90)(Г)",3,32,30,3,1,1,false,false,
1504,20191-48-20T,32 DK 48х2 (90)(Г),3,32,28,3,1,1,false,false,
1505,20191-52-20,32 DK 52х2 (90)(Г),3,32,24,3,1,1,false,false,
1506,20191-52-20D,"32 DK 52х1,5 (90)(Г)",3,32,20,3,1,1,false,false,
1507,20191-52-20DT,"32 DK 52х1,5 (90)(Г)",3,32,20,3,1,1,false,false,
1508,20191-52-20T,32 DK 52х2 (90)(Г),3,32,24,3,1,1,false,false,
1509,20191-52-24,38 DK 52х2 (90)(Г),3,38,24,3,1,1,false,false,
1510,20191-52-24T,38 DK 52х2 (90)(Г),3,38,24,3,1,1,false,false,
1511,20191-56-24,38 DK 56х2 (90)(Г),3,38,31,3,1,1,false,false,
1512,20191-56-24T,38 DK 56х2 (90)(Г),3,38,31,3,1,1,false,false,
1513,20191-64-24,38 DK 64х2 (90)(Г),3,38,29,3,1,1,false,false,
1514,20191-64-24T,38 DK 64х2 (90)(Г),3,38,29,3,1,1,false,false,
1515,20191-64-32,50 DK 64х2 (90)(Г),3,50,29,3,1,1,false,false,
